maand,min,max,2017-2019,2020,2021,2022
jan,70,74,72.33333333333333,82,83,80.0
feb,62,76,68.33333333333333,70,73,80.0
mrt,54,71,61.66666666666666,67,66,73.0
apr,53,65,59.33333333333334,55,59,61.0
mei,65,83,74.33333333333333,43,73,84.0
jun,66,76,69.66666666666667,99,82,75.0
jul,75,82,78.0,63,69,82.0
aug,56,75,67.66666666666667,58,58,84.0
sep,59,72,64.33333333333333,79,68,68.0
okt,69,79,73.33333333333333,66,57,
nov,68,76,72.33333333333333,71,72,
dec,55,72,64.0,69,73,
